Country Code,Pollutant,Min,Max,Median,Mittelwert,Standardabweichung
CH,CO,177.7,494.6,343.2,327.56666666666666,99.08232688022622
CH,NO,2.8,4.6,3.6999999999999997,3.6999999999999997,1.2727922061357855
CH,NO2,1.3534,77.0,25.8977,29.584799999999998,19.92273206860365
CH,O3,9.8834,87.0613,32.674,35.91858,20.817016587366833
CH,PM1,1.1994047773381074,37.6413688659668,20.816472133000694,18.536294250231652,13.658581117832197
CH,PM10,0.7293,72.69196478525798,13.30505,15.892888172490634,13.7824851763901
CH,PM2.5,1.0,39.49702390034994,6.2981,11.391535118339176,12.468790051512366
CH,RELATIVEHUMIDITY,48.58100001017253,54.89309438069662,49.4842856725057,50.98612668779162,3.4135434173299686
CH,SO2,-1.0,1.8626,0.63855,0.7262500000000001,0.8557759003773514
CH,TEMPERATURE,-1.624626487493515,4.702083190282186,3.2628333369890847,2.113430013259252,3.3162719787686394
CH,UM003,2694.066691080729,3914.3363240559897,2712.5104370117188,3106.971150716146,699.2595621674037
CI,PM2.5,-999.0,-999.0,-999.0,-999.0,
CL,CO,0.0,13698.5,341.6,873.1561764705882,1921.2574193465375
CL,NO2,0.0,134.8,11.76,22.85242857142857,31.167803642086103
CL,O3,0.0,983.1,13.18,42.307857142857145,131.2367503196877
CL,PM10,0.0,1000.0,41.0,59.89663865546218,103.21678949845477
CL,PM2.5,0.0,110.0,19.0,20.600304632419764,14.731026656382298
CL,SO2,0.0,80.49,12.52,12.065918348623853,10.426550168113073
CL,TEMPERATURE,23.39520835876465,24.751726309458416,24.073467334111534,24.073467334111534,0.9592030417368405
CN,CO,0.0,5200.0,600.0,646.328099621007,295.6807350156378
CN,NO2,1.0,93.0,15.0,18.049810503519222,13.18617043348068
CN,O3,0.028,333.0,131.0,132.14872324324324,54.914849545656764
CN,PM10,0.0,324.0,36.0,40.39631835408771,26.38119482496266
CN,PM2.5,-9999.0,279.0,19.0,11.863582571274879,329.118143402578
CN,SO2,0.0014,257.0,6.0,7.283550541125541,9.709628271475868
CO,CO,-9999.0,2.221708,0.566722,-1578.0001724210526,3746.319793477368
CO,NO2,-9999.0,0.0284404,0.015930145,-833.2356833421251,2823.02059250365
CO,O3,-9999.0,0.0544,0.004991939,-714.2026256283215,2622.393669610713
CO,PM10,-9999.0,995.0,38.096715,-931.5939510000001,3079.0876141067733
CO,PM2.5,-9999.0,995.0,16.93575,-627.7898617555555,2537.05252039521
CO,SO2,-9999.0,0.04383189,0.0013976495000000001,-624.932510938625,2499.7513304386875
CR,PM2.5,-999.0,-999.0,-999.0,-999.0,
CS,PM2.5,14.0,14.0,14.0,14.0,
CW,O3,-0.999,-0.999,-0.999,-0.999,
CW,PM2.5,-999.0,-999.0,-999.0,-999.0,
CY,CO,132.1968,34330.65,307.7182,3743.2289600000004,10751.116825027451
CY,NO,0.7887334,12.82876,2.991672,4.869291540000001,4.331865552095154
CY,NO2,2.959965,81.63881,14.50939,21.329155,21.636227472648166
CY,NOX,4.180994,52.20174,18.369985,22.7691634,14.341241439612931
CY,O3,3.415501,114.8657,99.03624,88.65694281818182,30.64209028852656
CY,PM10,10.60842,34.80423,31.02299,28.12032,8.092562180386912
CY,PM2.5,9.397358,28.76498,16.27708,18.262474750000003,6.218111647433805
CY,SO2,0.6449241,4.798495,3.211248,2.8339343727272728,1.2690339220642008
CZ,CO,47.0,757.0,308.0,346.326,206.6099593108439
CZ,NO,0.36,29.0,1.9,3.513377049180328,5.430206411558509
CZ,NO2,1.0,33.9,13.6,13.854263888888887,8.265950572864794
CZ,O3,1.0,113.7,52.1,50.74684615384616,28.227806929311058
CZ,PM1,25.58571434020996,578.7000122070312,28.78407724698385,165.46347026030222,275.5007010263083
CZ,PM10,1.0,585.5,18.1,29.0995225567381,62.857351719530705
CZ,PM2.5,1.0,584.9500122070312,13.1,26.47367920178419,76.11793559319908
CZ,RELATIVEHUMIDITY,14.915624698003134,32.86473194758097,23.890178322792053,23.890178322792053,12.691935452421108
CZ,SO2,0.5,10.9,2.9,3.39,2.627236107626681
CZ,TEMPERATURE,24.649999777475998,27.311904589335125,24.837946097056072,25.599950154622395,1.4855712519634832
CZ,UM003,723.8363087972006,5570.633951822917,3147.2351303100586,3147.2351303100586,3427.2034804224595
DE,CO,0.0,1768.95142,320.569,382.889552920354,280.29342361226793
DE,NO,-0.177,320.35284424,3.0,12.099627440611764,27.211752765398558
DE,NO2,-1.0,86.05108643,22.36401,24.46299069220859,17.4741217118311
DE,O3,-0.001,96.0,49.44,43.87477972952239,22.99860163009
DE,PM1,0.0,26.14608335494995,14.5,14.58313378833589,10.254860105123603
DE,PM10,0.0,172.99,9.4344245,12.753867864673094,12.480551587205007
DE,PM2.5,-1.0,44.60255051,5.6342685,8.504549028718552,7.964944311921922
DE,RELATIVEHUMIDITY,55.03787517547608,68.38750012715657,60.98749923706055,61.35009344418843,5.837111692634633
DE,SO2,-0.02,3052.62,1.000125,21.102377909876544,239.8143750166343
DE,TEMPERATURE,0.7999999970197678,11.804717461268108,2.368666668732961,3.981343496839206,4.526003122778322
DE,UM003,0.0,3554.5874633789062,1329.0625,1553.1781158447266,1608.041460108081
DK,CO,90.0,290.0,220.0,205.0,68.62943974709395
DK,NO,2.08,41.52,6.535,14.192000000000002,13.813427284107783
DK,NO2,-1.0,43.63,4.300000000000001,13.445625,15.87813211883984
DK,O3,-1.0,65.96,47.06,40.102999999999994,23.94510437090081
DK,PM10,-1.0,18.85,13.6,10.483333333333334,10.285467093590517
DK,PM2.5,1.6279761989911397,1.6279761989911397,1.6279761989911397,1.6279761989911397,
DK,SO2,0.25,0.25,0.25,0.25,
DK,TEMPERATURE,13.699305613835651,13.699305613835651,13.699305613835651,13.699305613835651,
DZ,PM2.5,14.0,14.0,14.0,14.0,
EC,CO,0.6617522,1.1471898,0.7934157,0.8442819714285715,0.17645066810490984
EC,NO2,4.87405607904,72.28909639141,38.65397251572,37.673197673095714,21.79607892901708
EC,O3,0.0,0.0,0.0,0.0,0.0
EC,PM10,0.0,0.0,0.0,0.0,0.0
EC,PM2.5,0.0,0.0,0.0,0.0,0.0
EC,SO2,3.3098391104,49.1814858952,7.2559843156,12.987976256,16.07207994827494
EE,CO,216.42,336.2,235.32,249.91,41.06266146594333
EE,NO2,0.93072,17.882,5.22685,7.041465,6.615728927429583
EE,O3,30.887,66.66,56.286500000000004,52.5665,10.554334018375037
EE,PM10,3.444,8.577,5.3275,5.538333333333333,1.9937749789448824
EE,PM2.5,0.0,4.705,1.74525,2.0479166666666666,1.7561439695157872
EE,SO2,0.011505,3.3636,0.19394499999999998,0.5445648750000001,1.1425342337587512
EG,PM2.5,35.0,106.8,70.9,70.9,50.77026688919412
ES,CO,0.0,50000.0,273.0,482.252427184466,2836.00256346318
ES,NO,-9.0,71.0,2.0,4.302398076923077,8.005499615708358
ES,NO2,-1.0,105.0,10.399999999999999,19.108305555555553,20.498546579393455
ES,NOX,1.0,94.0,11.0,17.318181818181817,19.167407505698588
ES,O3,-1.0,290.0,49.0,45.85373109243697,29.277069505845798
